match_id,date,home_team,away_team,home_goals,away_goals,is_neutral,tournament,tournament_tier,venue_country
1999-01-20_france_morocco,1999-01-20,France,Morocco,1,0,0,Friendly,friendly,France
1999-01-20_israel_norway,1999-01-20,Israel,Norway,0,1,0,Friendly,friendly,Israel
1999-01-22_estonia_norway,1999-01-22,Estonia,Norway,3,3,1,Friendly,friendly,Israel
1999-01-23_eritrea_cameroon,1999-01-23,Eritrea,Cameroon,0,0,0,African Cup of Nations qualification,qualifier,Eritrea
1999-01-23_mauritius_south_africa,1999-01-23,Mauritius,South Africa,1,1,0,African Cup of Nations qualification,qualifier,Mauritius
1999-01-23_senegal_burkina_faso,1999-01-23,Senegal,Burkina Faso,1,1,0,African Cup of Nations qualification,qualifier,Senegal
1999-01-23_zimbabwe_malawi,1999-01-23,Zimbabwe,Malawi,3,0,0,Friendly,friendly,Zimbabwe
1999-01-24_angola_gabon,1999-01-24,Angola,Gabon,3,1,0,African Cup of Nations qualification,qualifier,Angola
1999-01-24_bolivia_united_states,1999-01-24,Bolivia,United States,0,0,0,Friendly,friendly,Bolivia
1999-01-24_congo_mali,1999-01-24,Congo,Mali,0,0,0,African Cup of Nations qualification,qualifier,Congo
1999-01-24_dr_congo_kenya,1999-01-24,DR Congo,Kenya,2,1,0,African Cup of Nations qualification,qualifier,DR Congo
1999-01-24_guinea_morocco,1999-01-24,Guinea,Morocco,1,1,0,African Cup of Nations qualification,qualifier,Guinea
1999-01-24_ivory_coast_namibia,1999-01-24,Ivory Coast,Namibia,3,0,0,African Cup of Nations qualification,qualifier,Ivory Coast
1999-01-24_liberia_uganda,1999-01-24,Liberia,Uganda,2,0,0,African Cup of Nations qualification,qualifier,Liberia
1999-01-24_madagascar_zambia,1999-01-24,Madagascar,Zambia,1,2,0,African Cup of Nations qualification,qualifier,Madagascar
1999-01-24_zimbabwe_malawi,1999-01-24,Zimbabwe,Malawi,1,0,0,Friendly,friendly,Zimbabwe
1999-01-27_malta_bosnia_and_herzegovina,1999-01-27,Malta,Bosnia and Herzegovina,2,1,0,Friendly,friendly,Malta
1999-01-28_costa_rica_ecuador,1999-01-28,Costa Rica,Ecuador,0,0,0,Friendly,friendly,Costa Rica
1999-01-29_vietnam_singapore,1999-01-29,Vietnam,Singapore,1,0,0,Friendly,friendly,Vietnam
1999-01-31_ethiopia_kenya,1999-01-31,Ethiopia,Kenya,2,2,0,Friendly,friendly,Ethiopia
1999-02-03_cyprus_belgium,1999-02-03,Cyprus,Belgium,0,1,0,Cyprus International Tournament,friendly,Cyprus
1999-02-03_greece_finland,1999-02-03,Greece,Finland,2,1,1,Cyprus International Tournament,friendly,Cyprus
1999-02-03_malta_poland,1999-02-03,Malta,Poland,0,1,0,Friendly,friendly,Malta
1999-02-03_martinique_french_guiana,1999-02-03,Martinique,French Guiana,3,1,0,CFU Caribbean Cup qualification,qualifier,Martinique
1999-02-03_venezuela_argentina,1999-02-03,Venezuela,Argentina,0,2,0,Friendly,friendly,Venezuela
1999-02-05_british_virgin_islands_montserrat,1999-02-05,British Virgin Islands,Montserrat,3,1,0,CFU Caribbean Cup qualification,qualifier,British Virgin Islands
1999-02-05_cyprus_finland,1999-02-05,Cyprus,Finland,2,1,0,Cyprus International Tournament,friendly,Cyprus
1999-02-05_greece_belgium,1999-02-05,Greece,Belgium,1,0,1,Cyprus International Tournament,friendly,Cyprus
1999-02-06_slovenia_switzerland,1999-02-06,Slovenia,Switzerland,0,2,1,Friendly,friendly,Oman
1999-02-06_united_states_germany,1999-02-06,United States,Germany,3,0,0,Friendly,friendly,United States
1999-02-07_british_virgin_islands_montserrat,1999-02-07,British Virgin Islands,Montserrat,3,0,0,CFU Caribbean Cup qualification,qualifier,British Virgin Islands
1999-02-07_lesotho_namibia,1999-02-07,Lesotho,Namibia,1,0,0,COSAFA Cup qualification,qualifier,Lesotho
1999-02-08_oman_slovenia,1999-02-08,Oman,Slovenia,0,7,0,Friendly,friendly,Oman
1999-02-09_belgium_czech_republic,1999-02-09,Belgium,Czech Republic,0,1,0,Friendly,friendly,Belgium
1999-02-09_colombia_germany,1999-02-09,Colombia,Germany,3,3,1,Friendly,friendly,United States
1999-02-09_israel_belarus,1999-02-09,Israel,Belarus,2,1,0,Friendly,friendly,Israel
1999-02-10_albania_north_macedonia,1999-02-10,Albania,North Macedonia,2,0,0,Friendly,friendly,Albania
1999-02-10_croatia_denmark,1999-02-10,Croatia,Denmark,0,1,0,Friendly,friendly,Croatia
1999-02-10_cyprus_san_marino,1999-02-10,Cyprus,San Marino,4,0,0,UEFA Euro qualification,tournament,Cyprus
1999-02-10_england_france,1999-02-10,England,France,0,2,0,Friendly,friendly,England
1999-02-10_finland_poland,1999-02-10,Finland,Poland,1,1,1,Friendly,friendly,Malta
1999-02-10_republic_of_ireland_paraguay,1999-02-10,Republic of Ireland,Paraguay,2,0,0,Friendly,friendly,Republic of Ireland
1999-02-10_italy_norway,1999-02-10,Italy,Norway,0,0,0,Friendly,friendly,Italy
1999-02-10_jamaica_costa_rica,1999-02-10,Jamaica,Costa Rica,1,1,0,Friendly,friendly,Jamaica
1999-02-10_malta_serbia,1999-02-10,Malta,Serbia,0,3,0,UEFA Euro qualification,tournament,Malta
1999-02-10_mexico_argentina,1999-02-10,Mexico,Argentina,0,1,1,Friendly,friendly,United States
1999-02-10_oman_switzerland,1999-02-10,Oman,Switzerland,1,2,0,Friendly,friendly,Oman
1999-02-10_peru_ecuador,1999-02-10,Peru,Ecuador,1,2,0,Friendly,friendly,Peru
1999-02-10_portugal_netherlands,1999-02-10,Portugal,Netherlands,0,0,1,Friendly,friendly,France
1999-02-10_tunisia_sweden,1999-02-10,Tunisia,Sweden,0,1,0,Friendly,friendly,Tunisia
1999-02-13_saint_lucia_antigua_and_barbuda,1999-02-13,Saint Lucia,Antigua and Barbuda,0,0,0,Friendly,friendly,Saint Lucia
1999-02-15_kuwait_iran,1999-02-15,Kuwait,Iran,1,2,0,Friendly,friendly,Kuwait
1999-02-16_bulgaria_egypt,1999-02-16,Bulgaria,Egypt,1,3,1,Lunar New Year Cup,friendly,Hong Kong
1999-02-17_ecuador_peru,1999-02-17,Ecuador,Peru,1,2,0,Friendly,friendly,Ecuador
1999-02-17_guatemala_chile,1999-02-17,Guatemala,Chile,1,1,0,Friendly,friendly,Guatemala
1999-02-19_egypt_mexico,1999-02-19,Egypt,Mexico,0,3,1,Lunar New Year Cup,friendly,Hong Kong
1999-02-20_botswana_south_africa,1999-02-20,Botswana,South Africa,1,2,0,COSAFA Cup qualification,qualifier,Botswana
1999-02-20_gabon_burkina_faso,1999-02-20,Gabon,Burkina Faso,1,1,0,Friendly,friendly,Gabon
1999-02-20_zimbabwe_zambia,1999-02-20,Zimbabwe,Zambia,1,1,0,Friendly,friendly,Zimbabwe
1999-02-21_united_states_chile,1999-02-21,United States,Chile,2,1,0,Friendly,friendly,United States
1999-02-22_suriname_guyana,1999-02-22,Suriname,Guyana,2,1,0,Friendly,friendly,Suriname
1999-02-23_thailand_north_korea,1999-02-23,Thailand,North Korea,2,2,0,King's Cup,friendly,Thailand
1999-02-24_bahamas_turks_and_caicos_islands,1999-02-24,Bahamas,Turks and Caicos Islands,3,0,0,CFU Caribbean Cup qualification,qualifier,Bahamas
1999-02-24_costa_rica_jamaica,1999-02-24,Costa Rica,Jamaica,9,0,0,Friendly,friendly,Costa Rica
1999-02-24_israel_latvia,1999-02-24,Israel,Latvia,2,0,0,Friendly,friendly,Israel
1999-02-24_saint_lucia_grenada,1999-02-24,Saint Lucia,Grenada,1,2,0,Friendly,friendly,Saint Lucia
1999-02-26_united_states_virgin_islands_turks_and_caicos_islands,1999-02-26,United States Virgin Islands,Turks and Caicos Islands,2,2,1,CFU Caribbean Cup qualification,qualifier,Bahamas
1999-02-27_south_africa_gabon,1999-02-27,South Africa,Gabon,4,1,0,African Cup of Nations qualification,qualifier,South Africa
1999-02-28_angola_mauritius,1999-02-28,Angola,Mauritius,0,2,0,African Cup of Nations qualification,qualifier,Angola
1999-02-28_bahamas_united_states_virgin_islands,1999-02-28,Bahamas,United States Virgin Islands,0,0,0,CFU Caribbean Cup qualification,qualifier,Bahamas
1999-02-28_british_virgin_islands_antigua_and_barbuda,1999-02-28,British Virgin Islands,Antigua and Barbuda,0,2,0,Friendly,friendly,British Virgin Islands
1999-02-28_burundi_burkina_faso,1999-02-28,Burundi,Burkina Faso,1,2,0,African Cup of Nations qualification,qualifier,Burundi
1999-02-28_cameroon_mozambique,1999-02-28,Cameroon,Mozambique,1,0,0,African Cup of Nations qualification,qualifier,Cameroon
1999-02-28_congo_ivory_coast,1999-02-28,Congo,Ivory Coast,1,0,0,African Cup of Nations qualification,qualifier,Congo
1999-02-28_guyana_barbados,1999-02-28,Guyana,Barbados,2,2,0,CFU Caribbean Cup qualification,qualifier,Guyana
1999-02-28_kenya_zambia,1999-02-28,Kenya,Zambia,0,1,0,African Cup of Nations qualification,qualifier,Kenya
1999-02-28_liberia_algeria,1999-02-28,Liberia,Algeria,1,1,0,African Cup of Nations qualification,qualifier,Liberia
1999-02-28_madagascar_dr_congo,1999-02-28,Madagascar,DR Congo,3,1,0,African Cup of Nations qualification,qualifier,Madagascar
1999-02-28_togo_morocco,1999-02-28,Togo,Morocco,2,3,0,African Cup of Nations qualification,qualifier,Togo
1999-03-03_bolivia_jamaica,1999-03-03,Bolivia,Jamaica,0,0,1,Friendly,friendly,Guatemala
1999-03-03_bulgaria_slovakia,1999-03-03,Bulgaria,Slovakia,2,0,0,Friendly,friendly,Bulgaria
1999-03-03_guatemala_paraguay,1999-03-03,Guatemala,Paraguay,2,3,0,Friendly,friendly,Guatemala
1999-03-03_poland_armenia,1999-03-03,Poland,Armenia,1,0,0,Friendly,friendly,Poland
1999-03-03_romania_estonia,1999-03-03,Romania,Estonia,2,0,0,Friendly,friendly,Romania
1999-03-05_guatemala_bolivia,1999-03-05,Guatemala,Bolivia,0,3,0,Friendly,friendly,Guatemala
1999-03-05_jamaica_paraguay,1999-03-05,Jamaica,Paraguay,1,3,1,Friendly,friendly,Guatemala
1999-03-06_azerbaijan_estonia,1999-03-06,Azerbaijan,Estonia,2,2,1,Friendly,friendly,Cyprus
1999-03-06_barbados_guyana,1999-03-06,Barbados,Guyana,2,0,0,CFU Caribbean Cup qualification,qualifier,Barbados
1999-03-07_bolivia_paraguay,1999-03-07,Bolivia,Paraguay,0,3,1,Friendly,friendly,Guatemala
1999-03-07_guatemala_jamaica,1999-03-07,Guatemala,Jamaica,2,4,0,Friendly,friendly,Guatemala
1999-03-10_barbados_antigua_and_barbuda,1999-03-10,Barbados,Antigua and Barbuda,2,0,1,CFU Caribbean Cup qualification,qualifier,Guadeloupe
1999-03-10_greece_croatia,1999-03-10,Greece,Croatia,3,2,0,Friendly,friendly,Greece
1999-03-10_guadeloupe_dominica,1999-03-10,Guadeloupe,Dominica,1,0,0,CFU Caribbean Cup qualification,qualifier,Guadeloupe
1999-03-10_hungary_bosnia_and_herzegovina,1999-03-10,Hungary,Bosnia and Herzegovina,1,1,0,Friendly,friendly,Hungary
1999-03-10_luxembourg_iceland,1999-03-10,Luxembourg,Iceland,1,2,0,Friendly,friendly,Luxembourg
1999-03-10_malta_moldova,1999-03-10,Malta,Moldova,0,2,0,Friendly,friendly,Malta
1999-03-10_romania_israel,1999-03-10,Romania,Israel,0,2,0,Friendly,friendly,Romania
1999-03-10_switzerland_austria,1999-03-10,Switzerland,Austria,2,4,0,Friendly,friendly,Switzerland
1999-03-11_mexico_bolivia,1999-03-11,Mexico,Bolivia,2,1,1,USA Cup,friendly,United States
1999-03-11_united_states_guatemala,1999-03-11,United States,Guatemala,3,1,0,USA Cup,friendly,United States
1999-03-12_barbados_dominica,1999-03-12,Barbados,Dominica,3,1,1,CFU Caribbean Cup qualification,qualifier,Guadeloupe
1999-03-12_guadeloupe_antigua_and_barbuda,1999-03-12,Guadeloupe,Antigua and Barbuda,2,1,0,CFU Caribbean Cup qualification,qualifier,Guadeloupe
1999-03-13_guatemala_bolivia,1999-03-13,Guatemala,Bolivia,2,1,1,USA Cup,friendly,United States
1999-03-13_united_states_mexico,1999-03-13,United States,Mexico,1,2,0,USA Cup,friendly,United States
1999-03-14_antigua_and_barbuda_dominica,1999-03-14,Antigua and Barbuda,Dominica,1,1,1,CFU Caribbean Cup qualification,qualifier,Guadeloupe
1999-03-14_guadeloupe_barbados,1999-03-14,Guadeloupe,Barbados,1,0,0,CFU Caribbean Cup qualification,qualifier,Guadeloupe
1999-03-16_cyprus_estonia,1999-03-16,Cyprus,Estonia,1,2,0,Friendly,friendly,Cyprus
1999-03-17_british_virgin_islands_dominican_republic,1999-03-17,British Virgin Islands,Dominican Republic,0,0,1,CFU Caribbean Cup qualification,qualifier,Haiti
1999-03-17_costa_rica_belize,1999-03-17,Costa Rica,Belize,7,0,0,UNCAF Cup,friendly,Costa Rica
1999-03-17_guatemala_nicaragua,1999-03-17,Guatemala,Nicaragua,1,0,1,UNCAF Cup,friendly,Costa Rica
1999-03-17_haiti_puerto_rico,1999-03-17,Haiti,Puerto Rico,2,0,0,CFU Caribbean Cup qualification,qualifier,Haiti
1999-03-19_british_virgin_islands_puerto_rico,1999-03-19,British Virgin Islands,Puerto Rico,5,0,1,CFU Caribbean Cup qualification,qualifier,Haiti
1999-03-19_guatemala_el_salvador,1999-03-19,Guatemala,El Salvador,1,1,1,UNCAF Cup,friendly,Costa Rica
1999-03-19_haiti_dominican_republic,1999-03-19,Haiti,Dominican Republic,4,0,0,CFU Caribbean Cup qualification,qualifier,Haiti
1999-03-19_honduras_belize,1999-03-19,Honduras,Belize,5,1,1,UNCAF Cup,friendly,Costa Rica
1999-03-20_georgia_ukraine,1999-03-20,Georgia,Ukraine,0,1,0,Friendly,friendly,Georgia
1999-03-21_costa_rica_honduras,1999-03-21,Costa Rica,Honduras,0,1,0,UNCAF Cup,friendly,Costa Rica
1999-03-21_dominican_republic_puerto_rico,1999-03-21,Dominican Republic,Puerto Rico,2,0,1,CFU Caribbean Cup qualification,qualifier,Haiti
1999-03-21_el_salvador_nicaragua,1999-03-21,El Salvador,Nicaragua,1,0,1,UNCAF Cup,friendly,Costa Rica
1999-03-21_haiti_british_virgin_islands,1999-03-21,Haiti,British Virgin Islands,6,0,0,CFU Caribbean Cup qualification,qualifier,Haiti
1999-03-24_costa_rica_guatemala,1999-03-24,Costa Rica,Guatemala,1,0,0,UNCAF Cup,friendly,Costa Rica
1999-03-24_honduras_el_salvador,1999-03-24,Honduras,El Salvador,3,1,1,UNCAF Cup,friendly,Costa Rica
1999-03-26_costa_rica_honduras,1999-03-26,Costa Rica,Honduras,1,2,0,UNCAF Cup,friendly,Costa Rica
1999-03-26_guatemala_el_salvador,1999-03-26,Guatemala,El Salvador,1,0,1,UNCAF Cup,friendly,Costa Rica
1999-03-26_portugal_azerbaijan,1999-03-26,Portugal,Azerbaijan,7,0,0,UEFA Euro qualification,tournament,Portugal
1999-03-27_andorra_iceland,1999-03-27,Andorra,Iceland,0,2,0,UEFA Euro qualification,tournament,Andorra
1999-03-27_armenia_russia,1999-03-27,Armenia,Russia,0,3,0,UEFA Euro qualification,tournament,Armenia
1999-03-27_belarus_switzerland,1999-03-27,Belarus,Switzerland,0,1,0,UEFA Euro qualification,tournament,Belarus
1999-03-27_belgium_bulgaria,1999-03-27,Belgium,Bulgaria,0,1,0,Friendly,friendly,Belgium
1999-03-27_czech_republic_lithuania,1999-03-27,Czech Republic,Lithuania,2,0,0,UEFA Euro qualification,tournament,Czech Republic
1999-03-27_denmark_italy,1999-03-27,Denmark,Italy,1,2,0,UEFA Euro qualification,tournament,Denmark
1999-03-27_england_poland,1999-03-27,England,Poland,3,1,0,UEFA Euro qualification,tournament,England
1999-03-27_france_ukraine,1999-03-27,France,Ukraine,0,0,0,UEFA Euro qualification,tournament,France
1999-03-27_georgia_slovenia,1999-03-27,Georgia,Slovenia,1,1,0,UEFA Euro qualification,tournament,Georgia
1999-03-27_greece_norway,1999-03-27,Greece,Norway,0,2,0,UEFA Euro qualification,tournament,Greece
1999-03-27_hungary_liechtenstein,1999-03-27,Hungary,Liechtenstein,5,0,0,UEFA Euro qualification,tournament,Hungary
1999-03-27_northern_ireland_germany,1999-03-27,Northern Ireland,Germany,0,3,0,UEFA Euro qualification,tournament,Northern Ireland
1999-03-27_romania_slovakia,1999-03-27,Romania,Slovakia,0,0,0,UEFA Euro qualification,tournament,Romania
1999-03-27_spain_austria,1999-03-27,Spain,Austria,9,0,0,UEFA Euro qualification,tournament,Spain
1999-03-27_sweden_luxembourg,1999-03-27,Sweden,Luxembourg,2,0,0,UEFA Euro qualification,tournament,Sweden
1999-03-27_turkey_moldova,1999-03-27,Turkey,Moldova,2,0,0,UEFA Euro qualification,tournament,Turkey
1999-03-27_alderney_guernsey,1999-03-27,Alderney,Guernsey,0,1,0,Muratti Vase,friendly,Alderney
1999-03-28_costa_rica_el_salvador,1999-03-28,Costa Rica,El Salvador,4,0,0,UNCAF Cup,friendly,Costa Rica
1999-03-28_honduras_guatemala,1999-03-28,Honduras,Guatemala,0,2,1,UNCAF Cup,friendly,Costa Rica
1999-03-28_israel_cyprus,1999-03-28,Israel,Cyprus,3,0,0,UEFA Euro qualification,tournament,Israel
1999-03-28_south_korea_brazil,1999-03-28,South Korea,Brazil,1,0,0,Friendly,friendly,South Korea
1999-03-28_trinidad_and_tobago_jamaica,1999-03-28,Trinidad and Tobago,Jamaica,2,0,0,Friendly,friendly,Trinidad and Tobago
1999-03-30_belgium_egypt,1999-03-30,Belgium,Egypt,0,1,0,Friendly,friendly,Belgium
1999-03-30_venezuela_colombia,1999-03-30,Venezuela,Colombia,0,0,0,Friendly,friendly,Venezuela
1999-03-31_azerbaijan_romania,1999-03-31,Azerbaijan,Romania,0,1,0,UEFA Euro qualification,tournament,Azerbaijan
1999-03-31_france_armenia,1999-03-31,France,Armenia,2,0,0,UEFA Euro qualification,tournament,France
1999-03-31_germany_finland,1999-03-31,Germany,Finland,2,0,0,UEFA Euro qualification,tournament,Germany
1999-03-31_italy_belarus,1999-03-31,Italy,Belarus,1,1,0,UEFA Euro qualification,tournament,Italy
1999-03-31_jamaica_paraguay,1999-03-31,Jamaica,Paraguay,3,0,0,Friendly,friendly,Jamaica
1999-03-31_japan_brazil,1999-03-31,Japan,Brazil,0,2,0,Friendly,friendly,Japan
1999-03-31_latvia_greece,1999-03-31,Latvia,Greece,0,0,0,UEFA Euro qualification,tournament,Latvia
1999-03-31_liechtenstein_portugal,1999-03-31,Liechtenstein,Portugal,0,5,0,UEFA Euro qualification,tournament,Liechtenstein
1999-03-31_lithuania_estonia,1999-03-31,Lithuania,Estonia,1,2,0,UEFA Euro qualification,tournament,Lithuania
1999-03-31_luxembourg_bulgaria,1999-03-31,Luxembourg,Bulgaria,0,2,0,UEFA Euro qualification,tournament,Luxembourg
1999-03-31_moldova_northern_ireland,1999-03-31,Moldova,Northern Ireland,0,0,0,UEFA Euro qualification,tournament,Moldova
1999-03-31_netherlands_argentina,1999-03-31,Netherlands,Argentina,1,1,0,Friendly,friendly,Netherlands
1999-03-31_poland_sweden,1999-03-31,Poland,Sweden,0,1,0,UEFA Euro qualification,tournament,Poland
1999-03-31_russia_andorra,1999-03-31,Russia,Andorra,6,1,0,UEFA Euro qualification,tournament,Russia
1999-03-31_san_marino_spain,1999-03-31,San Marino,Spain,0,6,0,UEFA Euro qualification,tournament,San Marino
1999-03-31_scotland_czech_republic,1999-03-31,Scotland,Czech Republic,1,2,0,UEFA Euro qualification,tournament,Scotland
1999-03-31_slovakia_hungary,1999-03-31,Slovakia,Hungary,0,0,0,UEFA Euro qualification,tournament,Slovakia
1999-03-31_switzerland_wales,1999-03-31,Switzerland,Wales,2,0,0,UEFA Euro qualification,tournament,Switzerland
1999-03-31_ukraine_iceland,1999-03-31,Ukraine,Iceland,1,1,0,UEFA Euro qualification,tournament,Ukraine
1999-04-03_mali_burkina_faso,1999-04-03,Mali,Burkina Faso,5,2,0,Friendly,friendly,Mali
1999-04-03_eswatini_namibia,1999-04-03,Eswatini,Namibia,1,1,0,Friendly,friendly,Swaziland
1999-04-09_algeria_liberia,1999-04-09,Algeria,Liberia,4,1,0,African Cup of Nations qualification,qualifier,Algeria
1999-04-10_gabon_south_africa,1999-04-10,Gabon,South Africa,1,0,0,African Cup of Nations qualification,qualifier,Gabon
1999-04-10_mauritius_angola,1999-04-10,Mauritius,Angola,1,1,0,African Cup of Nations qualification,qualifier,Mauritius
1999-04-10_uganda_tunisia,1999-04-10,Uganda,Tunisia,0,2,0,African Cup of Nations qualification,qualifier,Uganda
1999-04-10_zambia_kenya,1999-04-10,Zambia,Kenya,1,0,0,African Cup of Nations qualification,qualifier,Zambia
1999-04-11_burkina_faso_burundi,1999-04-11,Burkina Faso,Burundi,3,1,0,African Cup of Nations qualification,qualifier,Burkina Faso
1999-04-11_dr_congo_madagascar,1999-04-11,DR Congo,Madagascar,2,0,0,African Cup of Nations qualification,qualifier,DR Congo
1999-04-11_ivory_coast_congo,1999-04-11,Ivory Coast,Congo,2,0,0,African Cup of Nations qualification,qualifier,Ivory Coast
1999-04-11_mali_namibia,1999-04-11,Mali,Namibia,2,1,0,African Cup of Nations qualification,qualifier,Mali
1999-04-11_morocco_togo,1999-04-11,Morocco,Togo,1,1,0,African Cup of Nations qualification,qualifier,Morocco
1999-04-11_mozambique_cameroon,1999-04-11,Mozambique,Cameroon,1,6,0,African Cup of Nations qualification,qualifier,Mozambique
1999-04-13_saint_vincent_and_the_grenadines_grenada,1999-04-13,Saint Vincent and the Grenadines,Grenada,2,1,0,Friendly,friendly,Saint Vincent and the Grenadines
1999-04-14_mexico_ecuador,1999-04-14,Mexico,Ecuador,0,0,0,Friendly,friendly,Mexico
1999-04-15_venezuela_colombia,1999-04-15,Venezuela,Colombia,1,1,0,Friendly,friendly,Venezuela
1999-04-17_saint_lucia_martinique,1999-04-17,Saint Lucia,Martinique,3,1,1,CFU Caribbean Cup qualification,qualifier,Saint Vincent and the Grenadines
1999-04-17_saint_vincent_and_the_grenadines_saint_kitts_and_nevis,1999-04-17,Saint Vincent and the Grenadines,Saint Kitts and Nevis,3,4,0,CFU Caribbean Cup qualification,qualifier,Saint Vincent and the Grenadines
1999-04-18_martinique_saint_kitts_and_nevis,1999-04-18,Martinique,Saint Kitts and Nevis,2,1,1,CFU Caribbean Cup qualification,qualifier,Saint Vincent and the Grenadines
1999-04-18_saint_vincent_and_the_grenadines_saint_lucia,1999-04-18,Saint Vincent and the Grenadines,Saint Lucia,2,2,0,CFU Caribbean Cup qualification,qualifier,Saint Vincent and the Grenadines
1999-04-20_saint_kitts_and_nevis_saint_lucia,1999-04-20,Saint Kitts and Nevis,Saint Lucia,4,3,1,CFU Caribbean Cup qualification,qualifier,Saint Vincent and the Grenadines
1999-04-22_india_bangladesh,1999-04-22,India,Bangladesh,0,0,0,SAFF Cup,friendly,India
1999-04-22_paraguay_colombia,1999-04-22,Paraguay,Colombia,0,2,0,Friendly,friendly,Paraguay
1999-04-23_sri_lanka_maldives,1999-04-23,Sri Lanka,Maldives,0,0,1,SAFF Cup,friendly,India
1999-04-24_malawi_angola,1999-04-24,Malawi,Angola,1,2,0,COSAFA Cup qualification,qualifier,Malawi
1999-04-24_pakistan_bangladesh,1999-04-24,Pakistan,Bangladesh,0,4,1,SAFF Cup,friendly,India
1999-04-25_sri_lanka_nepal,1999-04-25,Sri Lanka,Nepal,2,3,1,SAFF Cup,friendly,India
1999-04-25_eswatini_lesotho,1999-04-25,Eswatini,Lesotho,4,1,0,Friendly,friendly,Swaziland
1999-04-26_india_pakistan,1999-04-26,India,Pakistan,2,0,0,SAFF Cup,friendly,India
1999-04-27_nepal_maldives,1999-04-27,Nepal,Maldives,2,3,1,SAFF Cup,friendly,India
1999-04-27_northern_ireland_canada,1999-04-27,Northern Ireland,Canada,1,1,0,Friendly,friendly,Northern Ireland
1999-04-28_austria_san_marino,1999-04-28,Austria,San Marino,7,0,0,UEFA Euro qualification,tournament,Austria
1999-04-28_bolivia_chile,1999-04-28,Bolivia,Chile,1,1,0,Friendly,friendly,Bolivia
1999-04-28_croatia_italy,1999-04-28,Croatia,Italy,0,0,0,Friendly,friendly,Croatia
1999-04-28_denmark_south_africa,1999-04-28,Denmark,South Africa,1,1,0,Friendly,friendly,Denmark
1999-04-28_georgia_norway,1999-04-28,Georgia,Norway,1,4,0,UEFA Euro qualification,tournament,Georgia
1999-04-28_germany_scotland,1999-04-28,Germany,Scotland,0,1,0,Friendly,friendly,Germany
1999-04-28_greece_switzerland,1999-04-28,Greece,Switzerland,1,1,0,Friendly,friendly,Greece
1999-04-28_hungary_england,1999-04-28,Hungary,England,1,1,0,Friendly,friendly,Hungary
1999-04-28_republic_of_ireland_sweden,1999-04-28,Republic of Ireland,Sweden,2,0,0,Friendly,friendly,Republic of Ireland
1999-04-28_latvia_albania,1999-04-28,Latvia,Albania,0,0,0,UEFA Euro qualification,tournament,Latvia
1999-04-28_malta_iceland,1999-04-28,Malta,Iceland,1,2,0,Friendly,friendly,Malta
1999-04-28_netherlands_morocco,1999-04-28,Netherlands,Morocco,1,2,0,Friendly,friendly,Netherlands
1999-04-28_paraguay_mexico,1999-04-28,Paraguay,Mexico,2,1,0,Friendly,friendly,Paraguay
1999-04-28_poland_czech_republic,1999-04-28,Poland,Czech Republic,2,1,0,Friendly,friendly,Poland
1999-04-28_romania_belgium,1999-04-28,Romania,Belgium,1,0,0,Friendly,friendly,Romania
1999-04-28_slovenia_finland,1999-04-28,Slovenia,Finland,1,1,0,Friendly,friendly,Slovenia
1999-04-29_bangladesh_nepal,1999-04-29,Bangladesh,Nepal,2,1,1,SAFF Cup,friendly,India
1999-04-29_india_maldives,1999-04-29,India,Maldives,2,1,0,SAFF Cup,friendly,India
1999-05-01_india_bangladesh,1999-05-01,India,Bangladesh,2,0,0,SAFF Cup,friendly,India
1999-05-01_maldives_nepal,1999-05-01,Maldives,Nepal,2,0,1,SAFF Cup,friendly,India
1999-05-03_guernsey_jersey,1999-05-03,Guernsey,Jersey,2,0,0,Muratti Vase,friendly,Guernsey
1999-05-04_cura_ao_grenada,1999-05-04,Curaçao,Grenada,1,3,0,CFU Caribbean Cup qualification,qualifier,Curaçao
1999-05-05_bermuda_bahamas,1999-05-05,Bermuda,Bahamas,6,0,0,CFU Caribbean Cup qualification,qualifier,Bermuda
1999-05-05_cuba_cayman_islands,1999-05-05,Cuba,Cayman Islands,4,1,1,CFU Caribbean Cup qualification,qualifier,Bermuda
1999-05-05_spain_croatia,1999-05-05,Spain,Croatia,3,1,0,Friendly,friendly,Spain
1999-05-06_grenada_suriname,1999-05-06,Grenada,Suriname,0,0,1,CFU Caribbean Cup qualification,qualifier,Curaçao
1999-05-06_trinidad_and_tobago_south_africa,1999-05-06,Trinidad and Tobago,South Africa,2,0,0,Friendly,friendly,Trinidad and Tobago
1999-05-07_bermuda_cayman_islands,1999-05-07,Bermuda,Cayman Islands,4,1,0,CFU Caribbean Cup qualification,qualifier,Bermuda
1999-05-07_cuba_bahamas,1999-05-07,Cuba,Bahamas,7,0,1,CFU Caribbean Cup qualification,qualifier,Bermuda
1999-05-08_cura_ao_suriname,1999-05-08,Curaçao,Suriname,1,1,0,CFU Caribbean Cup qualification,qualifier,Curaçao
1999-05-08_namibia_mali,1999-05-08,Namibia,Mali,0,0,0,African Cup of Nations qualification,qualifier,Namibia
1999-05-09_bermuda_cuba,1999-05-09,Bermuda,Cuba,1,2,0,CFU Caribbean Cup qualification,qualifier,Bermuda
1999-05-09_cayman_islands_bahamas,1999-05-09,Cayman Islands,Bahamas,4,1,1,CFU Caribbean Cup qualification,qualifier,Bermuda
